Freelancer_ID,Skills,Experience_Years,Description,Project_Rate,Rating,Jobs_Completed
F7170,"swedish, english to persian translation",11,"Senior Translation & Languages professional with 11 years of experience specializing in swedish, english to persian translation. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$1886-$5264,4.7,146
F7171,"youtube marketing, off-page seo",3,"Entry-level Marketing & SEO professional with 3 years of experience specializing in youtube marketing, off-page seo. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$185-$799,4.4,1
F7172,"adobe xd, usability testing, visual communication, responsive design",9,"Senior UI/UX Design professional with 9 years of experience specializing in adobe xd, usability testing, visual communication. Brings deep expertise in responsive design, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2038-$5258,4.6,59
F7173,"bulgarian to english translation, indonesian, japanese",10,"Senior Translation & Languages professional with 10 years of experience specializing in bulgarian to english translation, indonesian, japanese. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4923-$6708,4.8,173
F7174,"training plan, teaching spanish, program curriculum",6,"Mid-level Education & Training professional with 6 years of experience specializing in training plan, teaching spanish, program curriculum. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$1001-$1899,4.6,33
F7175,"data modeling, postgresql, mongodb, database management, transact-sql",4,"Mid-level Database Management professional with 4 years of experience specializing in data modeling, postgresql, mongodb. Brings deep expertise in database management, transact-sql, proficient in developing scalable solutions and optimizing workflows.",$829-$1762,4.5,34
F7176,"relationship management, business development, business presentation, organizational development, organizational behavior",9,"Senior Business & Consulting professional with 9 years of experience specializing in relationship management, business development, business presentation. Brings deep expertise in organizational development, organizational behavior, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3731-$9887,5.0,53
F7177,"mobile app design, mobile ui designer, flutter",6,"Mid-level Mobile Development professional with 6 years of experience specializing in mobile app design, mobile ui designer, flutter. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$803-$2839,4.4,25
F7178,"css, gatsby.js, javascript",9,"Senior Web Development professional with 9 years of experience specializing in css, gatsby.js, javascript. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2082-$5396,4.7,86
F7179,"business planning & strategy, corporate social responsibility, strategy",12,"Senior Business & Consulting professional with 12 years of experience specializing in business planning & strategy, corporate social responsibility, strategy. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4132-$9611,4.5,53
F7180,"market research, ecommerce marketing",15,"Senior Marketing & SEO professional with 15 years of experience specializing in market research, ecommerce marketing. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3937-$5395,4.8,150
